,grid_res,time,RMSE,type,cache
0,100,31.703542470932007,0.06818237611577414,L3,True
1,100,26.246062994003296,0.06976356245096811,L3,True
2,100,18.18051028251648,0.07144510050651803,L3,True
3,100,27.35900044441223,0.06928216200509042,L3,True
4,100,26.147519826889038,0.0696409626178436,L3,True
5,100,31.29103994369507,0.06856986875316146,L3,True
6,100,41.014318227767944,0.06652910316666813,L3,True
7,100,25.166100025177002,0.07002492671162924,L3,True
8,100,15.863999605178833,0.07203745447874364,L3,True
9,100,13.243000030517578,0.06738639573047506,L3,True
10,100,127.68299984931946,0.0004982106213532978,L4,True
11,100,93.7940001487732,0.0008649027214335821,L4,True
12,100,117.35300016403198,0.0005590542830546786,L4,True
13,100,136.29399967193604,0.00046734083450309467,L4,True
14,100,136.39200091362,0.00046888854612716285,L4,True
15,100,125.59400153160095,0.000510598765257759,L4,True
16,100,118.05799984931946,0.0005496911270512884,L4,True
17,100,132.62800097465515,0.0004798110188279978,L4,True
18,100,125.49800086021423,0.0005097075017905219,L4,True
19,100,134.50700092315674,0.00047504122867288043,L4,True
20,100,52.89199185371399,0.012845368207410283,L5,True
21,100,23.644999265670776,0.024112267940848257,L5,True
22,100,48.786999225616455,0.01387569318895597,L5,True
23,100,20.232999801635742,0.025428183688320137,L5,True
24,100,13.358999252319336,0.027070386050961674,L5,True
25,100,14.245998859405518,0.026795435166970076,L5,True
26,100,18.14799952507019,0.026041410789788007,L5,True
27,100,12.034000396728516,0.02718312492590469,L5,True
28,100,23.480000257492065,0.024062205318646467,L5,True
29,100,30.56299877166748,0.02032689416577629,L5,True
30,100,87.2409999370575,0.001442190096267083,L6,True
31,100,39.748663663864136,0.002146699674237114,L6,True
32,100,36.81399869918823,0.002481164781671314,L6,True
33,100,60.68952512741089,0.0013736177194958385,L6,True
34,100,51.48699975013733,0.0014378754784901198,L6,True
35,100,77.63293957710266,0.001416736021272006,L6,True
36,100,67.72605156898499,0.0013823379966324807,L6,True
37,100,15.447999954223633,0.00978696606963149,L6,True
38,100,79.70351243019104,0.001421244165933082,L6,True
39,100,39.38206458091736,0.0022326969612318256,L6,True
40,100,19.34301257133484,0.0034580212751669196,L7,True
41,100,45.089617013931274,0.002596718138792013,L7,True
42,100,35.87999987602234,0.0029429209763082716,L7,True
43,100,22.089988946914673,0.002674552064867097,L7,True
44,100,31.965999364852905,0.0028680370142811717,L7,True
45,100,40.04099988937378,0.003043289091471654,L7,True
46,100,37.06100058555603,0.003032126426549781,L7,True
47,100,16.75652527809143,0.00290904859651104,L7,True
48,100,28.96299910545349,0.0027542876266173663,L7,True
49,100,50.655999422073364,0.003088685219311811,L7,True
50,100,15.962510347366333,0.0040111513015537135,L8,True
51,100,12.092000722885132,0.00409815720423014,L8,True
52,100,12.859000205993652,0.003692873888952317,L8,True
53,100,6.7829999923706055,0.003758955828209638,L8,True
54,100,13.353000164031982,0.0038999072458555705,L8,True
55,100,5.422999620437622,0.004087896833458876,L8,True
56,100,8.5965096950531,0.0040455665870769075,L8,True
57,100,15.379998922348022,0.0038962729107246594,L8,True
58,100,5.967000484466553,0.004054401524495951,L8,True
59,100,8.153000831604004,0.003999706831334291,L8,True
60,100,3.855998992919922,0.007917165501915043,L9,True
61,100,7.706999778747559,0.007992664174684454,L9,True
62,100,2.996999740600586,0.007936495072238956,L9,True
63,100,4.612999677658081,0.00790840451463645,L9,True
64,100,3.010999917984009,0.007857030263711984,L9,True
65,100,3.6030006408691406,0.007851508636148837,L9,True
66,100,4.045000076293945,0.007970766222131087,L9,True
67,100,5.0699992179870605,0.0077978099670241085,L9,True
68,100,4.982000112533569,0.008018826714047803,L9,True
69,100,3.1439995765686035,0.007887481866500162,L9,True
